Country Name,ISO 2,ISO 3,ISO 2,Country Name,Name that should be used for Excel map charts,GNR Region,Income Group,LDC,SIDS,DAC Member,Dev Country,Fragility,2018 Population,FCAS,GNR Subregion,Resource-Rich,PRCR,CBLB,Poverty rate above 30%,Poverty rate below 2%
Micronesia,FM,FSM,FM,Micronesia,Micronesia (Federated States of),Oceania,LMIC,Non LDC,SIDS,Non DAC,Developing Country,Not fragile,112640,,Micronesia,Non resource-rich,Non PRCR,1,0,0
Moldova,MD,MDA,MD,Moldova,Moldova,Europe,LMIC,Non LDC,Non SIDS,Non DAC,Developing Country,Not fragile,3545883,,Eastern Europe,Non resource-rich,Non PRCR,0,0,1
Republic of Moldova,MD,MDA,MD,Republic of Moldova,Moldova,Europe,LMIC,Non LDC,Non SIDS,Non DAC,Developing Country,Not fragile,3545883,,Eastern Europe,Non resource-rich,Non PRCR,0,0,1
"Moldova, Rep.",MD,MDA,MD,"Moldova, Rep.",Moldova,Europe,LMIC,Non LDC,Non SIDS,Non DAC,Developing Country,Not fragile,3545883,,Eastern Europe,Non resource-rich,Non PRCR,0,0,1
Monaco,MC,MCO,MC,Monaco,Monaco,Europe,HIC,Non LDC,Non SIDS,Non DAC,Not Developing,Not Fragile,38682,,Western Europe,Non resource-rich,Non PRCR,0,,
Mongolia,MN,MNG,MN,Mongolia,Mongolia,Asia,LMIC,Non LDC,Non SIDS,Non DAC,Developing Country,Not fragile,3170208,,Eastern Asia,Resource-rich,Non PRCR,0,0,1
Montenegro,ME,MNE,ME,Montenegro,Montenegro,Europe,UMIC,Non LDC,Non SIDS,Non DAC,Developing Country,Not fragile,622345,,Southern Europe,Non resource-rich,Non PRCR,0,0,1
Montserrat,MS,MSR,MS,Montserrat,,Latin America and the Caribbean,,Non LDC,SIDS,Non DAC,Developing Country,Not fragile,,,Caribbean,Non resource-rich,Non PRCR,0,,
Morocco,MA,MAR,MA,Morocco,Morocco,Africa,LMIC,Non LDC,Non SIDS,Non DAC,Developing Country,Not fragile,36029138,,Northern Africa,Non resource-rich,Non PRCR,0,0,1
Mozambique,MZ,MOZ,MZ,Mozambique,Mozambique,Africa,LIC,LDC,Non SIDS,Non DAC,Developing Country,Fragile,29495962,,Eastern Africa,Non resource-rich,Non PRCR,1,1,0
Myanmar,MM,MMR,MM,Myanmar,Burma,Asia,LMIC,LDC,Non SIDS,Non DAC,Developing Country,Fragile,53708395,,South-eastern Asia,Non resource-rich,PRCR,0,0,0
Namibia,NA,NAM,NA,Namibia,Namibia,Africa,UMIC,Non LDC,Non SIDS,Non DAC,Developing Country,Not fragile,2448255,,Southern Africa,Non resource-rich,Non PRCR,0,0,0
Nauru,NR,NRU,NR,Nauru,Nauru,Oceania,UMIC,Non LDC,SIDS,Non DAC,Developing Country,Not fragile,12704,,Micronesia,Non resource-rich,Non PRCR,0,,
Nepal,NP,NPL,NP,Nepal,Nepal,Asia,LIC,LDC,Non SIDS,Non DAC,Developing Country,Fragile,28087871,,Southern Asia,Non resource-rich,Non PRCR,0,0,0
Netherlands,NL,NLD,NL,Netherlands,Netherlands,Europe,HIC,Non LDC,Non SIDS,DAC,Not Developing,Not Fragile,17231017,,Western Europe,Non resource-rich,Non PRCR,0,0,1
The Netherlands,NL,NLD,NL,The Netherlands,Netherlands,Europe,HIC,Non LDC,Non SIDS,DAC,Not Developing,Not Fragile,17231017,,Western Europe,Non resource-rich,Non PRCR,0,0,1
"Netherlands, the",NL,NLD,NL,"Netherlands, the",Netherlands,Europe,HIC,Non LDC,Non SIDS,DAC,Not Developing,Not Fragile,17231017,,Western Europe,Non resource-rich,Non PRCR,0,0,1
Netherlands Antilles,AN,ANT,AN,Netherlands Antilles,,#N/A,,Non LDC,Non SIDS,Non DAC,Not Developing,Not Fragile,,,,Non resource-rich,Non PRCR,0,,
New Caledonia,NC,NCL,NC,New Caledonia,,Oceania,HIC,Non LDC,SIDS,Non DAC,Not Developing,Not Fragile,284060,,Melanesia,Non resource-rich,Non PRCR,0,,
New Zealand,NZ,NZL,NZ,New Zealand,New Zealand,Oceania,HIC,Non LDC,Non SIDS,DAC,Not Developing,Not Fragile,4885500,,Australia and New Zealand,Non resource-rich,Non PRCR,0,,
Nicaragua,NI,NIC,NI,Nicaragua,Nicaragua,Latin America and the Caribbean,LMIC,Non LDC,Non SIDS,Non DAC,Developing Country,Not fragile,6465513,,Central America,Non resource-rich,Non PRCR,0,0,0
Niger,NE,NER,NE,Niger,Niger,Africa,LIC,LDC,Non SIDS,Non DAC,Developing Country,Fragile,22442948,,Western Africa,Resource-rich,Non PRCR,1,1,0
Nigeria,NG,NGA,NG,Nigeria,Nigeria,Africa,LMIC,Non LDC,Non SIDS,Non DAC,Developing Country,Fragile,195874740,,Western Africa,Resource-rich,Non PRCR,1,1,0
Niue,NU,NIU,NU,Niue,,Oceania,,Non LDC,SIDS,Non DAC,Developing Country,Not fragile,,,Polynesia,Non resource-rich,Non PRCR,0,,
Norfolk Island,NF,NFK,NF,Norfolk Island,,Oceania,,Non LDC,Non SIDS,Non DAC,Not Developing,Not Fragile,,,Australia and New Zealand,Non resource-rich,Non PRCR,0,,
Northern Mariana Islands,MP,MNP,MP,Northern Mariana Islands,,Oceania,HIC,Non LDC,Non SIDS,Non DAC,Not Developing,Not Fragile,56882,,Micronesia,Non resource-rich,Non PRCR,0,,
Norway,NO,NOR,NO,Norway,Norway,Europe,HIC,Non LDC,Non SIDS,DAC,Not Developing,Not Fragile,5314336,,Northern Europe,Non resource-rich,Non PRCR,0,0,1
Oman,OM,OMN,OM,Oman,Oman,Asia,HIC,Non LDC,Non SIDS,Non DAC,Not Developing,Not Fragile,4829483,FCAS,Western Asia,Non resource-rich,Non PRCR,0,,
Pakistan,PK,PAK,PK,Pakistan,Pakistan,Asia,LMIC,Non LDC,Non SIDS,Non DAC,Developing Country,Fragile,212215030,,Southern Asia,Non resource-rich,Non PRCR,0,0,0
Palau,PW,PLW,PW,Palau,Palau,Oceania,HIC,Non LDC,SIDS,Non DAC,Developing Country,Not fragile,17907,,Micronesia,Non resource-rich,Non PRCR,0,,
West Bank and Gaza Strip,PS,PSE,PS,West Bank and Gaza Strip,State of Palestine,Asia,LMIC,Non LDC,Non SIDS,Non DAC,Developing Country,Fragile,4569087,,Western Asia,Non resource-rich,PRCR,0,0,1
West Bank and Gaza,PS,PSE,PS,West Bank and Gaza,State of Palestine,Asia,LMIC,Non LDC,Non SIDS,Non DAC,Developing Country,Fragile,4569087,,Western Asia,Non resource-rich,PRCR,0,0,1
Palestinian Territory,PS,PSE,PS,Palestinian Territory,State of Palestine,Asia,LMIC,Non LDC,Non SIDS,Non DAC,Developing Country,Fragile,4569087,,Western Asia,Non resource-rich,PRCR,0,0,1
Palestinian Territories,PS,PSE,PS,Palestinian Territories,State of Palestine,Asia,LMIC,Non LDC,Non SIDS,Non DAC,Developing Country,Fragile,4569087,,Western Asia,Non resource-rich,PRCR,0,0,1
Occupied Palestinian Territory,PS,PSE,PS,Occupied Palestinian Territory,State of Palestine,Asia,LMIC,Non LDC,Non SIDS,Non DAC,Developing Country,Fragile,4569087,,Western Asia,Non resource-rich,PRCR,0,0,1
Palestine,PS,PSE,PS,Palestine,State of Palestine,Asia,LMIC,Non LDC,Non SIDS,Non DAC,Developing Country,Fragile,4569087,,Western Asia,Non resource-rich,PRCR,0,0,1
"Palestine, Occupied Tr.",PS,PSE,PS,"Palestine, Occupied Tr.",State of Palestine,Asia,LMIC,Non LDC,Non SIDS,Non DAC,Developing Country,Fragile,4569087,,Western Asia,Non resource-rich,PRCR,0,0,1
State of Palestine,PS,PSE,PS,State of Palestine,State of Palestine,Asia,LMIC,Non LDC,Non SIDS,Non DAC,Developing Country,Fragile,4569087,,Western Asia,Non resource-rich,PRCR,0,0,1
Panama,PA,PAN,PA,Panama,Panama,Latin America and the Caribbean,HIC,Non LDC,Non SIDS,Non DAC,Developing Country,Not fragile,4176873,,Central America,Non resource-rich,Non PRCR,0,0,1
Papua New Guinea,PG,PNG,PG,Papua New Guinea,Papua New Guinea,Oceania,LMIC,Non LDC,SIDS,Non DAC,Developing Country,Fragile,8606316,,Melanesia,Resource-rich,Non PRCR,1,0,0
Paraguay,PY,PRY,PY,Paraguay,Paraguay,Latin America and the Caribbean,UMIC,Non LDC,Non SIDS,Non DAC,Developing Country,Not fragile,6956071,,South America,Non resource-rich,Non PRCR,0,0,1
Peru,PE,PER,PE,Peru,Peru,Latin America and the Caribbean,UMIC,Non LDC,Non SIDS,Non DAC,Developing Country,Not fragile,31989256,,South America,Non resource-rich,Non PRCR,0,0,0
Philippines,PH,PHL,PH,Philippines,Philippines,Asia,LMIC,Non LDC,Non SIDS,Non DAC,Developing Country,Not fragile,106651922,,South-eastern Asia,Non resource-rich,Non PRCR,0,0,0
The Philippines,PH,PHL,PH,The Philippines,Philippines,Asia,LMIC,Non LDC,Non SIDS,Non DAC,Developing Country,Not fragile,106651922,,South-eastern Asia,Non resource-rich,Non PRCR,0,0,0
"Philippines, the",PH,PHL,PH,"Philippines, the",Philippines,Asia,LMIC,Non LDC,Non SIDS,Non DAC,Developing Country,Not fragile,106651922,,South-eastern Asia,Non resource-rich,Non PRCR,0,0,0
Pitcairn,PN,PCN,PN,Pitcairn,,Oceania,,Non LDC,Non SIDS,Non DAC,Not Developing,Not Fragile,,,Polynesia,Non resource-rich,Non PRCR,0,,
Poland,PL,POL,PL,Poland,Poland,Europe,HIC,Non LDC,Non SIDS,DAC,Not Developing,Not Fragile,37978548,FCAS,Eastern Europe,Non resource-rich,Non PRCR,0,0,1
Portugal,PT,PRT,PT,Portugal,Portugal,Europe,HIC,Non LDC,Non SIDS,DAC,Not Developing,Not Fragile,10281762,,Southern Europe,Non resource-rich,Non PRCR,0,0,1
Puerto Rico,PR,PRI,PR,Puerto Rico,,Latin America and the Caribbean,HIC,Non LDC,SIDS,Non DAC,Not Developing,Not Fragile,3195153,,Caribbean,Non resource-rich,Non PRCR,0,,
Qatar,QA,QAT,QA,Qatar,Qatar,Asia,HIC,Non LDC,Non SIDS,Non DAC,Not Developing,Not Fragile,2781677,FCAS,Western Asia,Non resource-rich,Non PRCR,0,,
Réunion,RE,REU,RE,Réunion,,Africa,,Non LDC,Non SIDS,Non DAC,Not Developing,Not Fragile,,,Eastern Africa,Non resource-rich,Non PRCR,0,,
Romania,RO,ROU,RO,Romania,Romania,Europe,UMIC,Non LDC,Non SIDS,Non DAC,Not Developing,Not Fragile,19473936,,Eastern Europe,Non resource-rich,Non PRCR,0,0,0
Russia,RU,RUS,RU,Russia,Russian Federation,Europe,UMIC,Non LDC,Non SIDS,Non DAC,Not Developing,Not Fragile,144478050,,Eastern Europe,Non resource-rich,Non PRCR,0,0,1
Russian Federation,RU,RUS,RU,Russian Federation,Russian Federation,Europe,UMIC,Non LDC,Non SIDS,Non DAC,Not Developing,Not Fragile,144478050,,Eastern Europe,Non resource-rich,Non PRCR,0,0,1
Rwanda,RW,RWA,RW,Rwanda,Rwanda,Africa,LIC,LDC,Non SIDS,Non DAC,Developing Country,Fragile,12301939,,Eastern Africa,Non resource-rich,Non PRCR,0,1,0
Saint-Barthélemy,BL,BLM,BL,Saint-Barthélemy,,Latin America and the Caribbean,,Non LDC,Non SIDS,Non DAC,Not Developing,Not Fragile,,,Caribbean,Non resource-rich,Non PRCR,0,,
Saint Barthélemy,BL,BLM,BL,Saint Barthélemy,,Latin America and the Caribbean,,Non LDC,Non SIDS,Non DAC,Not Developing,Not Fragile,,,Caribbean,Non resource-rich,Non PRCR,0,,
Saint Helena,SH,SHN,SH,Saint Helena,,Africa,,Non LDC,Non SIDS,Non DAC,Developing Country,Not fragile,,,Western Africa,Non resource-rich,Non PRCR,0,,
Saint Kitts and Nevis,KN,KNA,KN,Saint Kitts and Nevis,Saint Kitts and Nevis,Latin America and the Caribbean,HIC,Non LDC,SIDS,Non DAC,Not Developing,Not Fragile,52441,,Caribbean,Non resource-rich,Non PRCR,0,,
Saint Kitts & Nevis,KN,KNA,KN,Saint Kitts & Nevis,Saint Kitts and Nevis,Latin America and the Caribbean,HIC,Non LDC,SIDS,Non DAC,Not Developing,Not Fragile,52441,,Caribbean,Non resource-rich,Non PRCR,0,,
St. Kitts and Nevis,KN,KNA,KN,St. Kitts and Nevis,Saint Kitts and Nevis,Latin America and the Caribbean,HIC,Non LDC,SIDS,Non DAC,Not Developing,Not Fragile,52441,,Caribbean,Non resource-rich,Non PRCR,0,,
St. Kitts & Nevis,KN,KNA,KN,St. Kitts & Nevis,Saint Kitts and Nevis,Latin America and the Caribbean,HIC,Non LDC,SIDS,Non DAC,Not Developing,Not Fragile,52441,,Caribbean,Non resource-rich,Non PRCR,0,,
Saint Lucia,LC,LCA,LC,Saint Lucia,St Lucia,Latin America and the Caribbean,UMIC,Non LDC,SIDS,Non DAC,Developing Country,Not fragile,181889,,Caribbean,Non resource-rich,Non PRCR,0,0,0
St. Lucia,LC,LCA,LC,St. Lucia,St Lucia,Latin America and the Caribbean,UMIC,Non LDC,SIDS,Non DAC,Developing Country,Not fragile,181889,,Caribbean,Non resource-rich,Non PRCR,0,0,0
Saint-Martin (French part),MF,MAF,MF,Saint-Martin (French part),,Latin America and the Caribbean,HIC,Non LDC,Non SIDS,Non DAC,Not Developing,Not Fragile,37264,,Caribbean,Non resource-rich,Non PRCR,0,,
Saint Martin (French part),MF,MAF,MF,Saint Martin (French part),,Latin America and the Caribbean,HIC,Non LDC,Non SIDS,Non DAC,Not Developing,Not Fragile,37264,,Caribbean,Non resource-rich,Non PRCR,0,,
St. Martin (French part),MF,MAF,MF,St. Martin (French part),,Latin America and the Caribbean,HIC,Non LDC,Non SIDS,Non DAC,Not Developing,Not Fragile,37264,,Caribbean,Non resource-rich,Non PRCR,0,,
Saint-Martin,MF,MAF,MF,Saint-Martin,,Latin America and the Caribbean,HIC,Non LDC,Non SIDS,Non DAC,Not Developing,Not Fragile,37264,,Caribbean,Non resource-rich,Non PRCR,0,,
Saint Martin,MF,MAF,MF,Saint Martin,,Latin America and the Caribbean,HIC,Non LDC,Non SIDS,Non DAC,Not Developing,Not Fragile,37264,,Caribbean,Non resource-rich,Non PRCR,0,,
Sint Maarten (Dutch Part),SX,SXM,SX,Sint Maarten (Dutch Part),,Latin America and the Caribbean,HIC,Non LDC,SIDS,Non DAC,Not Developing,Not Fragile,40654,,Caribbean,Non resource-rich,Non PRCR,0,,
St. Maarten (Dutch Part),SX,SXM,SX,St. Maarten (Dutch Part),,Latin America and the Caribbean,HIC,Non LDC,SIDS,Non DAC,Not Developing,Not Fragile,40654,,Caribbean,Non resource-rich,Non PRCR,0,,
Sint Maarten,SX,SXM,SX,Sint Maarten,,Latin America and the Caribbean,HIC,Non LDC,SIDS,Non DAC,Not Developing,Not Fragile,40654,,Caribbean,Non resource-rich,Non PRCR,0,,
Saint Pierre and Miquelon,PM,SPM,PM,Saint Pierre and Miquelon,,N. America,,Non LDC,Non SIDS,Non DAC,Not Developing,Not Fragile,,,Northern America,Non resource-rich,Non PRCR,0,,
Saint Vincent and Grenadines,VC,VCT,VC,Saint Vincent and Grenadines,Saint Vincent and the Grenadines,Latin America and the Caribbean,UMIC,Non LDC,SIDS,Non DAC,Developing Country,Not fragile,110210,,Caribbean,Non resource-rich,Non PRCR,0,,
Saint Vincent & Grenadines,VC,VCT,VC,Saint Vincent & Grenadines,Saint Vincent and the Grenadines,Latin America and the Caribbean,UMIC,Non LDC,SIDS,Non DAC,Developing Country,Not fragile,110210,,Caribbean,Non resource-rich,Non PRCR,0,,
Saint Vincent and the Grenadines,VC,VCT,VC,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,Latin America and the Caribbean,UMIC,Non LDC,SIDS,Non DAC,Developing Country,Not fragile,110210,,Caribbean,Non resource-rich,Non PRCR,0,,
Saint Vincent & the Grenadines,VC,VCT,VC,Saint Vincent & the Grenadines,Saint Vincent and the Grenadines,Latin America and the Caribbean,UMIC,Non LDC,SIDS,Non DAC,Developing Country,Not fragile,110210,,Caribbean,Non resource-rich,Non PRCR,0,,
St. Vincent and the Grenadines,VC,VCT,VC,St. Vincent and the Grenadines,Saint Vincent and the Grenadines,Latin America and the Caribbean,UMIC,Non LDC,SIDS,Non DAC,Developing Country,Not fragile,110210,,Caribbean,Non resource-rich,Non PRCR,0,,
St. Vincent & the Grenadines,VC,VCT,VC,St. Vincent & the Grenadines,Saint Vincent and the Grenadines,Latin America and the Caribbean,UMIC,Non LDC,SIDS,Non DAC,Developing Country,Not fragile,110210,,Caribbean,Non resource-rich,Non PRCR,0,,
Samoa,WS,WSM,WS,Samoa,Samoa,Oceania,UMIC,Non LDC,SIDS,Non DAC,Developing Country,Not fragile,196130,,Polynesia,Non resource-rich,Non PRCR,0,0,1
San Marino,SM,SMR,SM,San Marino,San Marino,Europe,HIC,Non LDC,Non SIDS,Non DAC,Not Developing,Not Fragile,33785,,Southern Europe,Non resource-rich,Non PRCR,0,,
Sao Tome and Principe,ST,STP,ST,Sao Tome and Principe,Sao Tome and Principe,Africa,LMIC,LDC,SIDS,Non DAC,Developing Country,Not fragile,211028,,Middle Africa,Non resource-rich,Non PRCR,0,0,0
Sao Tome & Principe,ST,STP,ST,Sao Tome & Principe,Sao Tome and Principe,Africa,LMIC,LDC,SIDS,Non DAC,Developing Country,Not fragile,211028,,Middle Africa,Non resource-rich,Non PRCR,0,0,0
São Tomé and Principe,ST,STP,ST,São Tomé and Principe,Sao Tome and Principe,Africa,LMIC,LDC,SIDS,Non DAC,Developing Country,Not fragile,211028,,Middle Africa,Non resource-rich,Non PRCR,0,0,0
São Tomé & Principe,ST,STP,ST,São Tomé & Principe,Sao Tome and Principe,Africa,LMIC,LDC,SIDS,Non DAC,Developing Country,Not fragile,211028,,Middle Africa,Non resource-rich,Non PRCR,0,0,0
São Tomé and Príncipe,ST,STP,ST,São Tomé and Príncipe,Sao Tome and Principe,Africa,LMIC,LDC,SIDS,Non DAC,Developing Country,Not fragile,211028,,Middle Africa,Non resource-rich,Non PRCR,0,0,0
Sao Tomé and Principe,ST,STP,ST,São Tomé & Principe,Sao Tome and Principe,Africa,LMIC,LDC,SIDS,Non DAC,Developing Country,Not fragile,211028,,Middle Africa,Non resource-rich,Non PRCR,0,0,0
Saudi Arabia,SA,SAU,SA,Saudi Arabia,Saudi Arabia,Asia,HIC,Non LDC,Non SIDS,Non DAC,Not Developing,Not Fragile,33699947,FCAS,Western Asia,Non resource-rich,Non PRCR,0,,
Senegal,SN,SEN,SN,Senegal,Senegal,Africa,LMIC,LDC,Non SIDS,Non DAC,Developing Country,Not fragile,15854360,,Western Africa,Non resource-rich,Non PRCR,0,1,0
Serbia,RS,SRB,RS,Serbia,Serbia,Europe,UMIC,Non LDC,Non SIDS,Non DAC,Developing Country,Not fragile,6982084,,Southern Europe,Non resource-rich,Non PRCR,0,0,1
Seychelles,SC,SYC,SC,Seychelles,Seychelles,Africa,HIC,Non LDC,SIDS,Non DAC,Developing Country,Not fragile,96762,FCAS,Eastern Africa,Non resource-rich,Non PRCR,0,0,1
Sierra Leone,SL,SLE,SL,Sierra Leone,Sierra Leone,Africa,LIC,LDC,Non SIDS,Non DAC,Developing Country,Fragile,7650154,,Western Africa,Non resource-rich,PRCR,0,1,0
Singapore,SG,SGP,SG,Singapore,Singapore,Asia,HIC,Non LDC,SIDS,Non DAC,Not Developing,Not Fragile,5638676,FCAS,South-eastern Asia,Non resource-rich,Non PRCR,0,,
Slovakia,SK,SVK,SK,Slovakia,Slovakia,Europe,HIC,Non LDC,Non SIDS,DAC,Not Developing,Not Fragile,5447011,,Eastern Europe,Non resource-rich,Non PRCR,0,0,1
Slovak Republic,SK,SVK,SK,Slovak Republic,Slovakia,Europe,HIC,Non LDC,Non SIDS,DAC,Not Developing,Not Fragile,5447011,,Eastern Europe,Non resource-rich,Non PRCR,0,0,1
Slovenia,SI,SVN,SI,Slovenia,Slovenia,Europe,HIC,Non LDC,Non SIDS,DAC,Not Developing,Not Fragile,2067372,,Southern Europe,Non resource-rich,Non PRCR,0,0,1
Solomon Islands,SB,SLB,SB,Solomon Islands,Solomon Islands,Oceania,LMIC,LDC,SIDS,Non DAC,Developing Country,Fragile,652858,,Melanesia,Non resource-rich,Non PRCR,0,0,0
Somalia,SO,SOM,SO,Somalia,Somalia,Africa,LIC,LDC,Non SIDS,Non DAC,Developing Country,Extremely fragile,15008154,,Eastern Africa,Non resource-rich,PRCR,1,,
South Africa,ZA,ZAF,ZA,South Africa,South Africa,Africa,UMIC,Non LDC,Non SIDS,Non DAC,Developing Country,Not fragile,57779622,,Southern Africa,Non resource-rich,Non PRCR,0,0,0
South Georgia and the South Sandwich Islands,GS,SGS,GS,South Georgia and the South Sandwich Islands,,Latin America and the Caribbean,,Non LDC,Non SIDS,Non DAC,Not Developing,Not Fragile,,,South America,Non resource-rich,Non PRCR,0,,
South Georgia and South Sandwich Islands,GS,SGS,GS,South Georgia and South Sandwich Islands,,Latin America and the Caribbean,,Non LDC,Non SIDS,Non DAC,Not Developing,Not Fragile,,,South America,Non resource-rich,Non PRCR,0,,
South Sudan,SS,SSD,SS,South Sudan,South Sudan,Africa,LIC,LDC,Non SIDS,Non DAC,Developing Country,Extremely fragile,10975920,,Eastern Africa,Non resource-rich,PRCR,1,1,0
Spain,ES,ESP,ES,Spain,Spain,Europe,HIC,Non LDC,Non SIDS,DAC,Not Developing,Not Fragile,46723749,,Southern Europe,Non resource-rich,Non PRCR,0,0,1
Sri Lanka,LK,LKA,LK,Sri Lanka,Sri Lanka,Asia,UMIC,Non LDC,Non SIDS,Non DAC,Developing Country,Not fragile,21670000,,Southern Asia,Non resource-rich,Non PRCR,0,0,1
Sudan,SD,SDN,SD,Sudan,Sudan,Africa,LMIC,LDC,Non SIDS,Non DAC,Developing Country,Extremely fragile,41801533,,Northern Africa,Resource-rich,PRCR,1,0,0
Sudan (...2011),SD,SDN,SD,Sudan (...2011),Sudan,Africa,LMIC,LDC,Non SIDS,Non DAC,Developing Country,Extremely fragile,41801533,,Northern Africa,Resource-rich,PRCR,1,0,0
Abyei Area,,AB9,,Abyei Area,,,,,,,,,,,,,,,,
Abyei,,AB9,,Abyei,,,,,,,,,,,,,,,,
Suriname,SR,SUR,SR,Suriname,Suriname,Latin America and the Caribbean,UMIC,Non LDC,SIDS,Non DAC,Developing Country,Not fragile,575991,,South America,Non resource-rich,Non PRCR,0,0,0
Svalbard and Jan Mayen Islands,SJ,SJM,SJ,Svalbard and Jan Mayen Islands,,Europe,,Non LDC,Non SIDS,Non DAC,Not Developing,Not Fragile,,,Northern Europe,Non resource-rich,Non PRCR,0,,
Eswatini,SZ,SWZ,SZ,Eswatini,Swaziland,Africa,LMIC,Non LDC,Non SIDS,Non DAC,Developing Country,Fragile,1136191,,Southern Africa,Non resource-rich,Non PRCR,0,1,0
Swaziland,SZ,SWZ,SZ,Swaziland,Swaziland,Africa,LMIC,Non LDC,Non SIDS,Non DAC,Developing Country,Fragile,1136191,,Southern Africa,Non resource-rich,Non PRCR,0,1,0
Sweden,SE,SWE,SE,Sweden,Sweden,Europe,HIC,Non LDC,Non SIDS,DAC,Not Developing,Not Fragile,10183175,,Northern Europe,Non resource-rich,Non PRCR,0,0,1
Switzerland,CH,CHE,CH,Switzerland,Switzerland,Europe,HIC,Non LDC,Non SIDS,DAC,Not Developing,Not Fragile,8516543,,Western Europe,Non resource-rich,Non PRCR,0,0,1
Syria,SY,SYR,SY,Syria,Syrian Arab Republic,Asia,LIC,Non LDC,Non SIDS,Non DAC,Developing Country,Extremely fragile,16906283,,Western Asia,Resource-rich,PRCR,1,0,0
Syrian Arab Republic (Syria),SY,SYR,SY,Syrian Arab Republic (Syria),Syrian Arab Republic,Asia,LIC,Non LDC,Non SIDS,Non DAC,Developing Country,Extremely fragile,16906283,,Western Asia,Resource-rich,PRCR,1,0,0
Syrian Arab Republic,SY,SYR,SY,Syrian Arab Republic,Syrian Arab Republic,Asia,LIC,Non LDC,Non SIDS,Non DAC,Developing Country,Extremely fragile,16906283,,Western Asia,Resource-rich,PRCR,1,0,0
"Syria, Arab Republic of",SY,SYR,SY,"Syria, Arab Republic of",Syrian Arab Republic,Asia,LIC,Non LDC,Non SIDS,Non DAC,Developing Country,Extremely fragile,16906283,,Western Asia,Resource-rich,PRCR,1,0,0
"Taiwan, Republic of China",TW,TWN,TW,"Taiwan, Republic of China",,#N/A,HIC,Non LDC,Non SIDS,Non DAC,Not Developing,Not Fragile,,,,Non resource-rich,Non PRCR,0,,
Taiwan Province of China,TW,TWN,TW,Taiwan Province of China,,#N/A,HIC,Non LDC,Non SIDS,Non DAC,Not Developing,Not Fragile,,,,Non resource-rich,Non PRCR,0,,
"China, Taiwan Province of China",TW,TWN,TW,"China, Taiwan Province of China",,#N/A,HIC,Non LDC,Non SIDS,Non DAC,Not Developing,Not Fragile,,,,Non resource-rich,Non PRCR,0,,
"Taiwan, China",TW,TWN,TW,"Taiwan, China",,#N/A,HIC,Non LDC,Non SIDS,Non DAC,Not Developing,Not Fragile,,,,Non resource-rich,Non PRCR,0,,
Taiwan,TW,TWN,TW,Taiwan,,#N/A,HIC,Non LDC,Non SIDS,Non DAC,Not Developing,Not Fragile,,,,Non resource-rich,Non PRCR,0,,
Chinese Taipei,TW,TWN,TW,Chinese Taipei,,#N/A,HIC,Non LDC,Non SIDS,Non DAC,Not Developing,Not Fragile,,,,Non resource-rich,Non PRCR,0,,
"China, Taiwan Province of",TW,TWN,TW,"China, Taiwan Province of",,#N/A,HIC,Non LDC,Non SIDS,Non DAC,Not Developing,Not Fragile,,,,Non resource-rich,Non PRCR,0,,
Tajikistan,TJ,TJK,TJ,Tajikistan,Tajikistan,Asia,LIC,Non LDC,Non SIDS,Non DAC,Developing Country,Fragile,9100837,,Central Asia,Non resource-rich,PRCR,0,0,0
Tanzania,TZ,TZA,TZ,Tanzania,United Republic of Tanzania,Africa,LIC,LDC,Non SIDS,Non DAC,Developing Country,Fragile,56318348,,Eastern Africa,Non resource-rich,Non PRCR,0,1,0
"Tanzania, United Republic of",TZ,TZA,TZ,"Tanzania, United Republic of",United Republic of Tanzania,Africa,LIC,LDC,Non SIDS,Non DAC,Developing Country,Fragile,56318348,,Eastern Africa,Non resource-rich,Non PRCR,0,1,0
"Tanzania, United Rep of",TZ,TZA,TZ,"Tanzania, United Rep of",United Republic of Tanzania,Africa,LIC,LDC,Non SIDS,Non DAC,Developing Country,Fragile,56318348,,Eastern Africa,Non resource-rich,Non PRCR,0,1,0
United Republic of Tanzania,TZ,TZA,TZ,United Republic of Tanzania,United Republic of Tanzania,Africa,LIC,LDC,Non SIDS,Non DAC,Developing Country,Fragile,56318348,,Eastern Africa,Non resource-rich,Non PRCR,0,1,0
Thailand,TH,THA,TH,Thailand,Thailand,Asia,UMIC,Non LDC,Non SIDS,Non DAC,Developing Country,Not fragile,69428524,,South-eastern Asia,Non resource-rich,Non PRCR,0,0,1
Timor-Leste,TL,TLS,TL,Timor-Leste,Timor Leste,Asia,LMIC,LDC,SIDS,Non DAC,Developing Country,Fragile,1267972,,South-eastern Asia,Resource-rich,Non PRCR,0,1,0
Timor Leste,TL,TLS,TL,Timor Leste,Timor Leste,Asia,LMIC,LDC,SIDS,Non DAC,Developing Country,Fragile,1267972,,South-eastern Asia,Resource-rich,Non PRCR,0,1,0
Togo,TG,TGO,TG,Togo,Togo,Africa,LIC,LDC,Non SIDS,Non DAC,Developing Country,Not fragile,7889094,,Western Africa,Non resource-rich,Non PRCR,1,1,0
Tokelau,TK,TKL,TK,Tokelau,,Oceania,,Non LDC,Non SIDS,Non DAC,Developing Country,Not fragile,,,Polynesia,Non resource-rich,Non PRCR,0,,
